Komentar,Sentimen
"['erick', 'thohir', 'optimistis', 'lewati', 'indonesiamaju', 'indonesiamerdeka', 'bumnuntuknegeri', 'bumnuntukindonesia', 'bumnuntuknegeri', 'bumn', 'bumnuntukindonesia', 'erickthohirsolusirakyat']",Positif
"['sumber', 'bencana', 'alam', 'mengancam', 'siapkah']",Positif
"['bangkitbersamaet', 'optimis', 'dibangun', 'dimasa', 'gejolak', 'global', 'dorong', 'ekspor', 'sda', 'produk', 'optimistis', 'lewati']",Positif
"['langkah', 'hadapi', 'indonesiatanparesesi', 'ekonomiindonesia']",Positif
"['ekspor', 'perikanan', 'berpotensi', 'terkoreksi', 'upaya', 'mendorong', 'ekspor', 'menghadapi', 'kelanjutan', 'global', 'adadikompas']",Positif
"['erick', 'thohir', 'optimistis', 'lewati', 'indonesiamaju', 'indonesiamerdeka', 'bumnuntuknegeri', 'bumnuntukindonesia', 'bumn', 'bumnuntuknegeri', 'bumnuntukindonesia', 'erthoforwapres', 'erickthohir', 'erickthohirwapres', 'erickthohirsolusirakyat']",Positif
"['erick', 'thohir', 'optimis', 'ditangani', 'modal', 'kuat', 'lolos', 'ancaman', 'global', 'bangkitbersamaet']",Positif
"['menteri', 'bumn', 'erick', 'thohir', 'ungkapkan', 'optimisitas', 'lewati', 'bangkitbersamaet']",Positif
"['komisi', 'dpr', 'nilai', 'alami']",Positif
"['masyarakat', 'pastinya', 'berharap', 'bri', 'melanjutkan', 'kinerja', 'positifnya', 'situasi', 'perekonomian', 'dunia', 'dihantui', 'ketidakpastian', 'bayang', 'bayang', 'kinerjabriq']",Positif
"['kinerja', 'positif', 'bri', 'pertanda', 'perekonomian', 'dunia', 'berupaya', 'pulih', 'pasca', 'pandemi', 'kinerjabriq', 'nsemoga', 'dampak', 'parah']",Positif
"['assalammualaikum', 'yuk', 'join', 'silahkan', 'daftar', 'gratis', 'resiko', 'nabung', 'emas', 'sesuai', 'syari', 'insyaallah', 'profit', 'panen', 'emas', 'segeralah', 'nabungemas', 'quantum', 'metal', 'njoin']",Positif
"['dpr', 'alami', 'tumbuh', 'positif']",Positif
"['menumbuhkan', 'perekonomian', 'rakyat', 'bangkit', 'pandemi', 'menaikkan', 'volume', 'transaksi', 'dimana', 'perputaran', 'uang', 'transaksinya', 'sehat', 'stabil', 'ditengah', 'inflasi', 'jurang', 'kinerjabriq']",Positif
"['optimis', 'menghadapi', 'bangkitbersamaet']",Negatif
"['menteri', 'bumn', 'optimis', 'lewati', 'erick', 'bertahan', 'gejolak', 'global', 'erick', 'thohir', 'mendorong', 'ekspor', 'sda', 'bentuk', 'produk', 'bangkitbersamaet']",Positif
"['anggota', 'dpr', 'klaim', 'alami', 'alasannya']",Positif
"['menurutnya', 'peluang', 'menjaga', 'pertumbuhan', 'stabilitas', 'nasional', 'otomatis', 'menghadapi', 'gejolak', 'memiliki', 'fundamental', 'kuat', 'lanyalla', 'lanyalla']",Positif
"['diprediksi', 'akut', 'dibandingkan', 'nnamun', 'ketua', 'dpd', 'lanyalla', 'mahmud', 'mattalitti', 'menilai', 'ancaman', 'tantangan', 'peluang', 'lanyalla']",Positif
"['ketua', 'dpd', 'nilai', 'dunia', 'peluang', 'nsurabaya', 'dunia', 'ketidakpastian', 'global', 'ancaman', 'muncul', 'tingginya', 'inflasi', 'pelambatan', 'pelemahan', 'lanyalla', 'lanyalla']",Positif
"['perekonomian', 'bertahan', 'global', 'gelombang', 'phk']",Positif
"['optimis', 'nisa', 'melewati', 'bangkitbersamaet']",Positif
['mengalami'],Negatif
"['mendorong', 'ekspor', 'sda', 'bentuk', 'optimis', 'lewati', 'bangkitbersamaet']",Positif
"['politisi', 'golkar', 'maraknya', 'phk', 'imbas', 'pelemahan', 'eropa', 'indonesiabelumresesi', 'phk', 'politisigolkar']",Positif
"['menteri', 'bumn', 'agresif', 'melawan', 'diprediksi', 'pemerintah', 'memprioritaskan', 'mengatasi', 'ketergantungan', 'rantai', 'pasokan', 'pangan', 'energi', 'dunia', 'swasembada', 'pangan', 'energi', 'bangkitbersamaet']",Positif
"['baca', 'belajar', 'indikasi', 'global', 'berdampak', 'layoff', 'karyawan', 'goto', 'shoppee', 'buruh', 'pabrik', 'dikurangi', 'jam', 'kerjanya', 'krisis', 'energi', 'eropa', 'zero', 'covid', 'policy', 'china', 'fed', 'rate']",Positif
['alami'],Positif
"['menteri', 'badan', 'usaha', 'milik', 'negara', 'bumn', 'erick', 'thohir', 'optimis', 'lewati', 'nasional', 'tumbuh', 'angka', 'persen', 'mendorong', 'ekspor', 'sda', 'bentuk', 'produk', 'bangkitbersamaet']",Positif
"['negara', 'mewaspadai', 'dlm', 'skala', 'erick', 'thohir', 'optimis', 'bertahan', 'kuat', 'menghadapi', 'guncangan', 'global', 'nasional', 'tumbuh', 'angka', 'bangkitbersamaet']",Negatif
"['optimis', 'hadapi', 'bismillah', 'kuat']",Positif
"['ancaman', 'global', 'east', 'ventures', 'digital', 'positif']",Positif
"['menteri', 'bumn', 'optimis', 'melewati', 'nsumber', 'daya', 'alam', 'didorong', 'ekspor', 'bentuk', 'produk', 'olahan', 'bangkitbersamaet']",Positif
"['semoga', 'berkaca', 'pandemi', 'dinilai', 'hadapi', 'ancaman']",Positif
"['menteri', 'bumn', 'erick', 'thohir', 'noptimis', 'lewati', 'bertahan', 'gejolak', 'global', 'npastii', 'bisaa', 'bangkitbersamaet']",Positif
"['bayang', 'global', 'menghantui', 'negara', 'dunia', 'terkecuali', 'nnamun', 'menanamkan', 'optimisme', 'melewatinya', 'sda', 'sdm', 'melimpah', 'ekspor', 'sda', 'dlm', 'bentuk', 'meningkatkan', 'nilai', 'bangkitbersamaet']",Positif
"['berharap', 'bangeett', 'bri', 'melanjutkan', 'kinerja', 'positifnya', 'kinerjabriq']",Positif
"['erick', 'thohir', 'optimistis', 'lewati', 'nmenteri', 'bumn', 'bertahan', 'gejolak', 'global', 'beliau', 'mendorong', 'ekspor', 'sda', 'bentuk', 'produk', 'mentah', 'yuk', 'yuk', 'bangkitbersamaet']",Positif
"['relatif', 'aman', 'global', 'diwaspadai', 'namannya', 'global', 'kuatnya', 'konsumsi', 'rumah', 'tangga', 'domestik', 'trenasia', 'ump', 'gaji', 'inflasi']",Positif
"['naiknya', 'ump', 'dianggap', 'menahan', 'global', 'trenasia', 'ump', 'gaji', 'inflasi']",Positif
"['klean', 'perekominian', 'nbahkan', 'kabarnya', 'menghadap', 'kinerjabriq']",Negatif
"['aman', 'hadapi', 'ancaman', 'global', 'ketum', 'apindo', 'pemerintah', 'tidur', 'tumbuh', 'persen']",Positif
"['melewati', 'keyakinan', 'menteri', 'bumn', 'optimis', 'pertumbuhan', 'mendorong', 'ekspor', 'sda', 'bentuk', 'produk', 'bangkitbersamaet']",Positif
"['ditengah', 'kondisi', 'perekonomian', 'dunia', 'penuh', 'tantangan', 'isu', 'bank', 'rakyat', 'persero', 'tbk', 'menjaga', 'fundamental', 'kinerja', 'keuangan', 'fokus', 'core', 'business', 'segmen', 'umkm', 'kinerjabriq']",Positif
"['ditengah', 'kondisi', 'perekonomian', 'dunia', 'penuh', 'tantangan', 'isu', 'bank', 'rakyat', 'persero', 'tbk', 'menjaga', 'fundamental', 'kinerja', 'keuangan', 'fokus', 'core', 'business', 'segmen', 'umkm']",Positif
"['optimis', 'lewati', 'menteri', 'bumn', 'bertahan', 'gejolak', 'global', 'mendorong', 'ekspor', 'sda', 'bentuk', 'produk', 'bangkitbersamaet']",Negatif
"['menteri', 'bumn', 'erick', 'thohir', 'tumbuh', 'situasi', 'global', 'penuh', 'gejolak', 'tantangan', 'optimis', 'tangguh', 'melewati', 'bangkitbersamaet']",Positif
"['gempuran', 'berita', 'bank', 'rakyat', 'persero', 'tbk', 'menjaga', 'fundamental', 'kinerja', 'keuangan', 'positif', 'kinerjabriq']",Positif
"['berkaca', 'pandemi', 'dinilai', 'hadapi', 'ancaman']",Positif
"['optimis', 'melewati', 'bertahan', 'gejolak', 'global', 'mendorong', 'ekspor', 'sda', 'bentuk', 'produk', 'noptimisme', 'dibangun', 'nasional', 'tumbuh', 'angka', 'bangkitbersamaet']",Positif
"['menteri', 'bumn', 'erick', 'thohir', 'optimis', 'lewati', 'noptimisme', 'bangun', 'dorong', 'ekspor', 'sda', 'bentuk', 'nasional', 'tumbuh', 'erick', 'thohir', 'nyes', 'bangkitbersamaet']",Positif
"['menteri', 'bumn', 'optimistis', 'lewati', 'bangkitbersamaet']",Positif
"['karna', 'umkm', 'tulang', 'punggung', 'perekonomian', 'menghadapi', 'ditingkatkan', 'narsjad', 'rasjid', 'umkm', 'inklusifkolaboratif']",Positif
"['ojk', 'dialami', 'negara', 'maju']",Positif
"['menteri', 'bumn', 'erick', 'thohir', 'optimis', 'lewati', 'bangkitbersamaet']",Positif
"['jokowi', 'sdm', 'sda', 'berlimpah', 'melewati', 'global', 'bangunoptimisme']",Positif
"['jokowi', 'memiliki', 'tangguh', 'melewati', 'global', 'bangunoptimisme']",Positif
"['jokowi', 'optimis', 'melewati', 'global', 'bangunoptimisme']",Positif
"['jokowi', 'pengarahan', 'masyarakat', 'melewati', 'bayang', 'sdm', 'sda', 'bangunoptimisme', 'nindonesia']",Positif
"['sdm', 'melimpah', 'menghadapi', 'bangunoptimisme']",Positif
"['kondisi', 'perekonomian', 'global', 'jokowi', 'optimis', 'melewati', 'bayangan', 'bangunoptimisme']",Positif
"['menghadapi', 'ayo', 'bangunoptimisme']",Positif
"['ditengah', 'gempuran', 'dimana', 'melewatinya', 'memiliki', 'sda', 'melimpah', 'bangunoptimisme', 'nindonesia']",Positif
"['optimis', 'jokowi', 'melewati', 'bayangan', 'kaya', 'akansda', 'bangunoptimisme']",Positif
"['optimis', 'hadapi', 'perekonomian', 'global', 'ditengah', 'gempuran', 'inflasi', 'mimpi', 'buruk', 'percaya', 'xaa', 'bangunoptimisme', 'nindonesia']",Positif
"['umkm', 'selamatkan', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['takut', 'menghadapi', 'sdm', 'sda', 'bangunoptimisme', 'nindonesia']",Positif
"['global', 'jokowi', 'optimis', 'melewati', 'bayangan', 'kelimpahan', 'alam', 'bangunoptimisme']",Positif
"['letak', 'geografis', 'jalur', 'perdagangan', 'dunia', 'optimis', 'menghadapi', 'bangunoptimisme', 'nindonesia']",Negatif
"['jokowi', 'melewati', 'bayangan', 'memiliki', 'bekal', 'sda', 'bangunoptimisme', 'nindonesia']",Positif
"['penuturan', 'jokowi', 'menghadapi', 'optimis', 'tanah', 'air', 'sda', 'melimpah', 'bangunoptimisme']",Positif
"['hadapi', 'sdm', 'unggul', 'bersaing', 'bangunoptimisme', 'nindonesia']",Positif
"['bayangan', 'mengerikan', 'orang', 'khawatir', 'pemerintah', 'optimis', 'melewati', 'percaya', 'bangunoptimisme', 'nindonesia']",Positif
"['bayangan', 'mata', 'jokowi', 'melewatinya', 'memiliki', 'bekal', 'sda', 'melimpah', 'bangunoptimisme']",Positif
"['melewati', 'bayangan', 'memiliki', 'bekal', 'sda', 'melimpah', 'bangunoptimisme']",Positif
"['potensi', 'kekuatan', 'sda', 'sdm', 'melimpah', 'ruah', 'dimiliki', 'dasar', 'optimisme', 'menghadapi', 'bangunoptimisme']",Positif
"['perekonomian', 'global', 'mengalami', 'gejolak', 'jokowi', 'optimis', 'melewati', 'berbekal', 'sda', 'sdm', 'dimiliki']",Positif
"['optimis', 'menghadapi', 'sda', 'sdm', 'melimpah', 'jalur', 'perdagangan', 'dunia', 'bangunoptimisme', 'nindonesia']",Positif
"['optimis', 'melewati', 'bayangan', 'memiliki', 'bekal', 'sda', 'melimpah', 'bangunoptimisme', 'nindonesia']",Positif
"['perekonomian', 'global', 'menghantui', 'dunia', 'jokowi', 'optimis', 'melewati', 'sda', 'sdm', 'melimpah', 'bangunoptimisme', 'nindonesia']",Positif
"['survive', 'era', 'perekonomian', 'taun', 'negara', 'mengalami', 'bangunoptimisme']",Positif
"['jokowi', 'optimis', 'menghadapi', 'sda', 'sdm', 'berlimpah', 'bangunoptimisme', 'nindonesia']",Positif
"['percaya', 'melewati', 'karna', 'alasan', 'menghadapi', 'perekonomian', 'global', 'bangunoptimisme', 'nindonesia']",Positif
"['negara', 'bergantung', 'peran', 'global', 'jokowi', 'optimis', 'menghadapi', 'tantangan', 'bangunoptimisme', 'nindonesia']",Positif
"['optimis', 'perekonomian', 'global', 'kaya', 'sdm', 'sda', 'melewati', 'bangunoptimisme', 'nindonesia']",Positif
"['mari', 'jokowi', 'bersatu', 'menghadapi', 'bangunoptimisme', 'nindonesia']",Positif
"['presiden', 'jokowi', 'melewati', 'bayangan', 'sda', 'sdm', 'melimpah', 'bangunoptimisme', 'nindonesia']",Positif
"['dibayang', 'bayangi', 'optimis', 'bangunoptimisme', 'nindonesia']",Positif
"['jokowi', 'melewati', 'bayangan', 'memiliki', 'bekal', 'sda', 'melimpah', 'ruah', 'bangunoptimisme']",Positif
"['jokowi', 'optimis', 'mengahadapi', 'bayangan', 'bangunoptimisme', 'nindonesia']",Negatif
"['perekonomian', 'global', 'menghantui', 'dunia', 'jokowi', 'optimis', 'melewati', 'bayangan', 'sdm', 'sda', 'melimpah', 'ruah', 'bangunoptimisme']",Negatif
"['diterjang', 'optimis', 'bangunoptimisme', 'nindonesia']",Positif
"['jokowi', 'cemas', 'sda', 'sdm', 'melimpah', 'bangunoptimisme', 'nindonesia']",Negatif
"['indonesi', 'memiliki', 'bekal', 'sda', 'melimpah', 'jokowi', 'mempu', 'melewati', 'bayangan', 'bangunoptimisme', 'nindonesia']",Negatif
"['mematikan', 'perekonomian', 'optimis', 'sdm', 'tangguh', 'sda', 'melimpah', 'bangunoptimisme', 'nindonesia']",Positif
"['kekhawatiran', 'dunia', 'membangun', 'optimisme', 'menghadapi', 'perekonomian', 'global', 'pemain', 'global', 'sesungguhnya', 'nindonesia', 'bangunoptimisme']",Positif
"['presiden', 'jokowi', 'memiliki', 'jurus', 'jitu', 'menghadapi', 'nindonesia', 'bangunoptimisme']",Positif
"['perekonomian', 'global', 'mengantui', 'dunia', 'jokowi', 'optimis', 'melewati', 'bayangan', 'sdm', 'sda', 'melimpah', 'bangunoptimisme']",Positif
"['hadapi', 'global', 'faktor', 'sda', 'sdm', 'bangunoptimisme']",Positif
"['hilirisasi', 'sda', 'penghentian', 'ekspor', 'bahan', 'mentah', 'jokowi', 'tindakan', 'antisipasi', 'issue', 'nindonesia', 'bangunoptimisme']",Positif
"['silih', 'berganti', 'konflik', 'rusia', 'jokowi', 'menyuarakan', 'optimisannya', 'menghapi', 'situasi', 'tsb', 'bangunoptimisme']",Positif
"['pimpinan', 'presiden', 'jokowi', 'perekonomian', 'memiliki', 'ketahanan', 'kuat', 'menghadapi', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['bosan', 'bosan', 'kali', 'jokowi', 'gaungkan', 'optimisme', 'hadapi', 'situasi', 'global', 'dibayang', 'bayangi', 'bangunoptimisme']",Positif
"['sumber', 'daya', 'manusia', 'sumber', 'daya', 'alam', 'melimpah', 'penopang', 'aman', 'global', 'nindonesia', 'bangunoptimisme']",Negatif
"['sumber', 'daya', 'alam', 'melimpah', 'potensial', 'optimis', 'aman', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['presiden', 'jokowi', 'peka', 'peduli', 'penguatan', 'anak', 'anak', 'muda', 'potensial', 'membantu', 'menopang', 'pertahanan', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['jokowi', 'melewati', 'bayangan', 'memiliki', 'bekal', 'sda', 'melimpah', 'bangunoptimisme']",Positif
"['dunia', 'menyentuh', 'asia', 'tenggara', 'khawatir', 'memiliki', 'kesempatan', 'kekhawatiran', 'pesimistis', 'nindonesia', 'bangunoptimisme']",Positif
"['semoga', 'menghadapi', 'perekonomian', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['letak', 'geografisnya', 'jalur', 'perdagangan', 'dunia', 'aman', 'global', 'nindonesia', 'bangunoptimisme']",Negatif
"['lokasi', 'geografis', 'strategis', 'menguntungkan', 'ancaman', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['barang', 'mentah', 'perut', 'bumi', 'menyelamatkan', 'hindari', 'larangan', 'jokowi', 'menjual', 'barang', 'mentah', 'nindonesia', 'bangunoptimisme']",Positif
"['kebijakan', 'hilirisasi', 'nikel', 'stop', 'ekspor', 'bahan', 'mentah', 'membantu', 'melawan', 'bangunoptimisme']",Positif
"['situasi', 'ditakuti', 'negara', 'semoga', 'menghadapinya', 'nindonesia', 'bangunoptimisme']",Positif
"['berdasarkan', 'proyeksi', 'world', 'bank', 'perekonomian', 'berpotensi', 'tumbuh', 'kisaran', 'persen', 'memiliki', 'peluang', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['sumber', 'daya', 'alam', 'manusia', 'melimpah', 'potensi', 'selamat', 'terbuka', 'lebar', 'nindonesia', 'bangunoptimisme']",Positif
"['kepemimpinan', 'presiden', 'jokowi', 'terjatuh', 'jurang', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['bnyak', 'sda', 'kaya', 'sdm', 'hadapi', 'global', 'hantui', 'negara', 'nindonesia', 'bangunoptimisme']",Positif
"['hadapi', 'global', 'bangunoptimisme']",Negatif
"['memiliki', 'modal', 'kuat', 'optimis', 'menghadapo', 'menimbang', 'negara', 'bergantung', 'contohnya', 'ekspor', 'batu', 'bara', 'bangunoptimisme']",Positif
"['ayo', 'menghadapi', 'global', 'kedepannya', 'bangunoptimisme']",Positif
"['kenal', 'lelah', 'kenal', 'letih', 'jokowi', 'gaungkan', 'semangat', 'bangunoptimisme', 'menghadapi', 'dinamika', 'global', 'diramalkan', 'nindonesia', 'sda', 'sdm', 'melimpah', 'ruah', 'dimanfaatkan']",Positif
"['sda', 'sdm', 'sumber', 'kekuatan', 'utama', 'dibalik', 'kesiapan', 'menghadapi', 'nindonesia', 'bangunoptimisme']",Positif
"['sumber', 'daya', 'alam', 'melimpah', 'bonus', 'demografi', 'unggul', 'letak', 'geografis', 'unggul', 'aman', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['jokowi', 'strategi', 'jitu', 'beliau', 'hadapi', 'nindonesia', 'bangunoptimisme']",Negatif
"['takut', 'hadapi', 'dibawah', 'kepemimpinan', 'jokowi', 'hadapi', 'situasi', 'krisis', 'tsb', 'nindonesia', 'bangunoptimisme']",Positif
"['kondisi', 'global', 'menentu', 'jatuh', 'jurang', 'kondisi', 'sumber', 'daya', 'alam', 'sumber', 'daya', 'manusia', 'melimpah', 'nindonesia', 'bangunoptimisme']",Positif
"['pimpinan', 'presiden', 'jokowi', 'optimis', 'selamat', 'kondisi', 'global', 'menentu', 'nindonesia', 'bangunoptimisme']",Positif
"['aman', 'global', 'pimpinan', 'presiden', 'jokowi', 'menjual', 'sumber', 'daya', 'alam', 'mentah', 'dikelola', 'baiknya', 'kebijakan', 'hilirisasi', 'nindonesia', 'bangunoptimisme']",Positif
"['jokowi', 'bela', 'belain', 'pasang', 'badan', 'tekanan', 'wto', 'menghentikan', 'ekspor', 'barang', 'mentah', 'jaga', 'jaga', 'kondisi', 'perekonomian', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['kondisi', 'perekonomian', 'global', 'menghantui', 'negara', 'negara', 'dunia', 'bayangan', 'menguat', 'presiden', 'jokowi', 'masyarakat', 'optimis', 'menghadapi', 'situasi']",Negatif
"['kondisi', 'perekonomian', 'global', 'emang', 'masi', 'menghantui', 'jokowi', 'ngajarin', 'masyarakat', 'optimis', 'menghadapi', 'situasi', 'bangunoptimisme']",Positif
"['bahwasannya', 'menghadapi', 'global', 'optimis', 'bangunoptimisme']",Negatif
"['presiden', 'jokowi', 'masyarakat', 'optimis', 'menghadapi', 'situasi', 'nindonesia', 'bangunoptimisme']",Positif
"['menguat', 'nindonesia', 'bangunoptimisme']",Positif
"['dibayang', 'bayangi', 'presiden', 'jokowi', 'optimis', 'sumber', 'daya', 'alam', 'sumber', 'daya', 'manusia', 'melimpah', 'bangunoptimisme']",Negatif
"['memiliki', 'pasar', 'asean', 'juta', 'produk', 'gue', 'gabakal', 'jokowi', 'menangi', 'bangunoptimisme']",Positif
"['memanfaatkan', 'momentum', 'tumbuh', 'negara', 'mengalami', 'nindonesia', 'bangunoptimisme']",Positif
"['salut', 'ditengah', 'influencer', 'gencar', 'menyuarakan', 'terkait', 'panik', 'presiden', 'menyuarakan', 'optimisme', 'bangunoptimisme']",Positif
